,isbn,name,author,publisher,date,cover,place
103,9789866562198,穿越時空的少女,筒井康隆著; 張秋明譯,獨步文化,98/05,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQAuyjouK_K6vzVtYQ49zCUsi4smN8EU5iRog&s,大書櫃上
104,9789867600318,6個人的小世界,"鄧肯.華茲(Duncan Watts)著; 傅士哲, 謝良瑜譯",大塊文化,93/02,https://www.locuspublishing.com/webroot/file/books/1000/A010FM019-1000.png,大書櫃上
105,9789577453495,偷嚐愛情的四月女巫,布萊伯利(Ray Bradbury)文; 張琰譯,遊目族文化,89/08,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/099/46/0010994692_bc_01.jpg&v=668bce71k&w=375&h=375,大書櫃上
106,9789577453495,偷嚐愛情的四月女巫,布萊伯利(Ray Bradbury)文; 張琰譯,遊目族文化,89/08,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/099/46/0010994692_bc_01.jpg&v=668bce71k&w=375&h=375,大書櫃上
107,9789862290873,水意識,瑪麗.布克納(M. M. Buckner)著; 綵憶譯,三采文化,98/06,https://s.eslite.com/Upload/Product/200906/o/633802254962602316.JPG,大書櫃上
108,9789570494044,地心遊記,儒勒・凡爾納(Jules Vernre)原著; 沙地翻譯,宏文館圖書,89/04,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSF8NP90vkbmbsecB_V7gkaHSkkVHiL3-y3BA&s,大書櫃上
109,9789579184113,獻給阿爾吉儂的花束,丹尼斯・凱斯(Daniel Keyes)作; 周月玲譯,小知堂,84/05,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcNXQVeBf2qBc3Dsok1IhX5V5bMtz-l4dtUQ&s,大書櫃上
110,9789572813690,來自繁星的巫女,席薇亞.路易絲.英達爾(Sylvia Louise Engdahl)著; 羅林譯,奇幻基地,92/01,https://gcs.rimg.com.tw/g1/8/f5/f5/21824206425589_633_m.JPG,大書櫃上
111,9789862130209,海柏利昂,"丹.西蒙斯(Dan Simmons)著; 林翰昌, 李漢聲, 李漢威譯",大塊文化,96/11,https://cdnec.sanmin.com.tw/product_images/986/986213020.jpg,西洋套書
112,9789862130667,海柏利昂2,丹.西蒙斯(Dan Simmons)著; 景翔譯,大塊文化,96/11,https://s.eslite.com/Upload/Product/200809/o/633579552652881250.jpg,西洋套書
113,9789571351483,失落的符號,丹.布朗(Dan Brown)著; 李建興譯,時報文化,99/01,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQRFM9yyfmXaGuchjiEK7guW6nZh_SWTS2iEw&s,西洋套書
114,9789571345826,大騙局,丹.布朗(Dan Brown)著; 宋瑛堂譯,時報文化,96/01,https://www.iread.com.tw/ProductFile/T0000200/B000054256/B000054256-B.jpg,西洋套書
115,9789571343174,數位密碼,丹.布朗著; 宋瑛堂譯,時報文化,94/07,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTvCn1_ybEJN7dVE1qplpOGOs4o6F8pp0KI5g&s,西洋套書
116,9789571344584,天使與魔鬼,丹.布朗(Dan Brown)著; 尤傳莉譯,時報文化,95/04,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS3sW67zzmPGrRt11D6Itn9Hw-4MYqgLtKDZw&s,西洋套書
117,9789867399038,黑暗的左手,娥蘇拉.勒瑰恩(Ursula K. Le Guin)著; 洪凌譯,繆思,93/12,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTrvzpANEaWdaMWXSVLOM7SCvijLx9MnZ3cMA&s,大書櫃上
118,9789867399489,通往女人國度之門,雪莉.泰珀(Sheri S. Tepper)著; 洪凌譯,繆思,95/07,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRAxLJprynU_UHZaJaAzlc5CDE9_F8iyJKHtg&s,大書櫃上
119,9789573314745,接觸未來,卡爾⋅賽耿(Carl Sagan)作; 湯新華譯,皇冠,86/10,https://s.eslite.com/upload/product/o/2611146314005/ec81221.jpg,大書櫃上
120,9789861243979,時空旅人之妻,奧黛麗.尼芬格(Audrey Niffenegger)著; 陳雅汝譯,商周,95/05,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRNlEdec8zZMVk_U_XKv-9rfNkwOp7CeuIhQw&s,大書櫃上
121,9789573323273,手機,史蒂芬.金(Stephen King)作; 宋瑛堂譯,皇冠,96/06,https://lh4.googleusercontent.com/proxy/UeEIvey-gH6QZA93yCxflxBrQS6tenYC7PJV7Vz8TicBzqpbSoNWUXZ7DfsI9aca50T1HFNXN8bI-hY4Qa78S7XGvLAQb9Vy-gHBQsEYbg0FTrl17rLIktHn,大書櫃上
122,9789578701083,侏羅紀公園,麥克・克萊頓著,輕舟,82/07,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/E05/016/60/E050166020.jpg&v=6487dc20k&w=375&h=375,西洋套書
123,9789578701557,侏羅紀公園. 2,麥克・克萊頓(Michael Crichton)原著; 黃淑芬等譯,輕舟,85/01,https://www.spbook.com.tw/img.php?s=http://images.spbook.com.tw/upload/spbookcomtw/www_spbook_ftp_albums/159/80b05432f4f1ed668fb5b0ffeb0ec8f9.jpg,西洋套書
124,9789862098745,潛龍諜影,RAYMOND BENSON作; 許國煌翻譯,青文,98/06,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ38fSl_AiE-bjzedHmVSresPo2Wd0O6III5A&s,大書櫃上
125,9789866525339,猿猴.賽伯格和女人: 重新發明自然,唐娜.哈洛威(Donna J. Haraway)著; 張君玫譯,群學,99/11,https://cdnec.sanmin.com.tw/product_images/986/986652533.jpg,大書櫃上
126,9789573261162,NEXT危基當前,麥可.克萊頓(Michael Crichton)著; 洪蘭譯,遠流,96/08,https://down-tw.img.susercontent.com/file/a718154ab362b79234e0d55f1bf0bad3,大書櫃上
127,9789573255307,恐懼之邦,麥克.克萊頓(Michael Crichton)著; 洪蘭譯,遠流,94/06,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8vpOlBW-kJQONOYnrJ8rvcMHzKnM-Jz0q-g&s,大書櫃上
128,4717702053796,"第五號屠宰場
",馮內果; 洛夫譯,"麥田
",24,https://cdnec.sanmin.com.tw/product_images/770/770205379.jpg,大書櫃上
129,9789575457327,玻璃珠遊戲,赫塞著; 徐進夫譯,志文,91/02,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT3faSFj1dsyao8dNpiDdX9FsCxqWzCDyxQzQ&s,大書櫃上
130,9789575457327,玻璃珠遊戲,赫塞著; 徐進夫譯,志文,91/02,https://s.eslite.com/upload/product/o/2611317674006/ec1683758.jpg,大書櫃上
131,9789574503414,天使帝國,柏納.韋伯著; 陳宜君譯,小知堂,93/09,https://www.iread.com.tw/ProductFile/T0011100/B000036014/B000036014-B.jpg,大書櫃上
132,9789574504879,幻行者,克里斯多夫.裴斯特著; 張玲茵譯,小知堂,95/06,https://img.findprice.com.tw/book/9789574504879.jpg,大書櫃上
133,9789573249443,奈米獵殺,麥克.克萊頓(Michael Crichton)著; 洪蘭譯,遠流,92/08,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_x6NJ347hmpmDL_jCi2nRXtEtfy2ksUKR7A&s,大書櫃上
134,9789866665578,索拉力星,史坦尼斯勞.萊姆(Stanislaw Lem)作; 趙剛翻譯,繆思,99/06,https://s.eslite.com/Upload/Product/201006/o/634133216294711250.jpg,大書櫃上
135,9789575453435,蒼蠅王,威廉⋅高汀,志文,79/01,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT_OmS2bCgNAj1v_JcnkyfLsX-9OzF3UsBFVw&s,大書櫃上
136,9789862876527,涼宮春日的觀測: OFFICIAL FANBOOK,Sneaker文庫編輯部編輯; 吳松諺譯,臺灣國際角川,101/05,https://cdnec.sanmin.com.tw/product_images/986/986287652.jpg,大書櫃下
137,9789861740485,涼宮春日的動搖,谷川流作; いとうのいぢ插畫; 王敏媜譯,臺灣國際角川,95/04,https://shoplineimg.com/655b0f3c9b81d900188b35f1/664013ccb8f8480022903191/800x.jpg?,大書櫃下
138,9789867299536,涼宮春日的煩悶,谷川流作; いとうのいぢ插畫; 陳蕙莉譯,臺灣國際角川,94/04,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSaHamhMbsOTM_Gjr9SCaGsO0b_pjJUJu4P0Q&s,大書櫃下
139,9789867189189,涼宮春日的消失,谷川流作; いとうのいぢ插畫; 王敏禎譯,臺灣國際角川,94/09,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSd_I6wgCPmMNSGgb1rfFdCE0pPPiRPKJNrg&s,大書櫃下
140,9789867189806,涼宮春日的暴走,谷川流作; いとうのいぢ插畫; 王敏媜譯,臺灣國際角川,94/12,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRIcdZpPQOHr5Nye-6lM7atXOyh6moHuqtPGg&s,大書櫃下
141,9789861744469,涼宮春日的分裂,谷川流作; 王敏媜譯,臺灣國際角川,96/08,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRXR8_XgnVOfkPfbyOJBK5PZPe8cN5g2Uaa8Q&s,大書櫃下
142,9789861742649,涼宮春日的憤慨,"谷川流作; 王敏媜, 吳松諺譯",臺灣國際角川,96/01,https://s.eslite.com/upload/product/o/2680230105003/20201027133005129312.jpg,大書櫃下
143,9789867299208,涼宮春日的嘆息,谷川流著; いとうのいぢ插畫; 陳蕙莉譯,臺灣國際角川,94/02,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/097/98/0010979814.jpg&v=65a12301k&w=375&h=375,大書櫃下
144,9789867427885,涼宮春日的憂鬱,谷川流作; いとうのいぢ插畫; 許慧貞譯,臺灣國際角川,93/12,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTqOizh0i8M7jeijogVK2KxI1I8opXVN_5jLw&s,大書櫃下
145,9789866562709,摩登時代,伊坂幸太郎著; 李彥樺譯,獨步文化,99/10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSWgv9ExiDR7wtfyj1FczXlgTWJKZeywtrjIA&s,大書櫃下
146,9789862376027,平行戀人,靜月遠火作; 王靜怡譯,臺灣國際角川,99/04,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQXl3B4h0bBqw3GhA-NQe1gNxxy0JvSgqQC2Q&s,大書櫃下
147,9789867475909,秋葉原@DEEP,石田衣良著(ISHIDA Ira)著; 劉名揚譯,木馬文化,95/04,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOptHma8hM_ak6j6M8tNBOTWDMqcvQiwPUUA&s,大書櫃下
148,9789862376027,平行戀人,靜月遠火作; 王靜怡譯,臺灣國際角川,99/04,https://s.eslite.com/upload/product/o/2680490378001/42735.jpg,大書櫃下
149,9789571032139,星之聲,大場惑作; K.K 譯,尖端,95/04,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/032/95/0010329579.jpg&v=48f409fak&w=375&h=375,大書櫃下
150,9789867475909,秋葉原@DEEP,石田衣良著(ISHIDA Ira)著; 劉名揚譯,木馬文化,95/04,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/066/70/0010667084.jpg&v=54f59b40k&w=375&h=375,大書櫃下
151,9789866562327,清晨的加斯巴,筒井康隆著; 王華懋譯,獨步文化,98/11,https://s2.eslite.com/unsafe/fit-in/x900/s.eslite.com/Upload/Product/200910/o/633925286522986030.jpg,大書櫃下
152,9789575645250,橫濱車站SF,柞刈湯葉作; 林哲逸譯,臺灣角川,107/10,https://shoplineimg.com/655b0f3c9b81d900188b35f1/663fdc08a5a3749b993261ca/800x.jpg?,大書櫃下
153,9789575649777,橫濱車站SF(全國版),柞刈湯葉作; 林哲逸譯,臺灣角川,108/05,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT8vpX-T0YIn8B2UAvgNmspu_kKNJOoMKGZeQ&s,大書櫃下
154,9789579447669,華龍之宮,上田早夕里著; 邱香凝譯,獨步文化,109/04,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/085/27/0010852745.jpg&v=5e71a0fek&w=375&h=375,大書櫃下
155,9789861747965,圖書館戰爭,有川浩作; 黃真芳譯,臺灣國際角川,97/08,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTrXztya4eOLdXMvN4us-ug1DYPcrZD4bqYqA&s,大書櫃下
156,9789869475495,軌道之雲,藤井太洋著; 王華懋譯,獨步文化,106/09,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSaarNjfWjfzhb-ZYHfqrb2sEZzympW6ZpONQ&s,大書櫃下
157,9789869475495,軌道之雲,藤井太洋著; 王華懋譯,獨步文化,106/09,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSaarNjfWjfzhb-ZYHfqrb2sEZzympW6ZpONQ&s,大書櫃下
158,9789866026768,和諧,伊藤計劃著; 高詹燦譯,繆思,103/06,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRLTG606xuZ93BLnzpGJtNPylYLeMRmF7-mvg&s,大書櫃下
159,9789571019635,機動戰士Z Gundam(小說版),富野由悠季小說; 美樹本晴彥作畫; 劉文兆譯,尖端,88/05,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT_rH4moyk58Fl0UiPXA9IFh8YJk8DLkbhuSg&s,大書櫃下
160,9789571020259,機動戰士Z Gundam(小說版),富野由悠季小說; 美樹本晴彥作畫; 劉文兆譯,尖端,88/08,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTvCP4r8x78j0wm9h_bBTWTs1tUX42JVEoe6w&s,大書櫃下
161,9789571026831,機動戰士Z Gundam(小說版),富野由悠季小說; K.K.譯,尖端,92/06,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDXkkK6-KEVqvnOC3PcgUnVVOao9ieEZ8ejA&s,大書櫃下
162,9789571027111,機動戰士Z Gundam(小說版),富野由悠季小說; K.K.譯,尖端,93/01,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRO_VBa7uhfcUonrXOyb2o57W9g2mBYkRVA6g&s,大書櫃下
163,9789571027128,機動戰士Z Gundam(小說版),富野由悠季小說; K.K.譯,尖端,93/01,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTso_ROGMBISN6Lhc1zQijFudrzTDEYbnhp6w&s,大書櫃下
164,9789571014906,機動戰士GUNDAM 0083：星塵作戰記錄1,山口宏著; 川元利浩作畫; Yoko譯,尖端,87/05,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/015/74/0010157441.jpg&v=3b003c18k&w=348&h=348,大書櫃下
165,9789571017204,機動戰士GUNDAM 0083：星塵作戰記錄2,"山口宏小說; 川元利浩,カトキハジメ,佐野浩敏作畫; Yoko譯",尖端,87/10,https://cdnec.sanmin.com.tw/product_images/957/957101720.jpg,大書櫃下
166,9789571019376,機動戰士GUNDAM 0083：星塵作戰記錄3,"山口宏小說; 川元利浩,カトキハジメ,佐野浩敏作畫; Yoko譯",尖端,88/05,https://cdnec.sanmin.com.tw/product_images/957/957101937.jpg,大書櫃下
167,9789571021027,鋼彈前哨戰: 愛莉絲的懺悔,高橋昌也小說; かときはじめ作畫; 許嘉祥譯,尖端,88/12,https://s.eslite.com/b2b/newItem/2024/04/08/204_135406268_260_mainCoverImage1.jpg,大書櫃下
168,9789571021034,鋼彈前哨戰: 愛莉絲的懺悔,高橋昌也小說; かときはじめ作畫; 許嘉祥譯,尖端,88/12,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTvCP4r8x78j0wm9h_bBTWTs1tUX42JVEoe6w&s,大書櫃下
169,9789863374565,"NO GAME NO LIFE遊戲人生. 3, 遊戲玩家兄妹的另一半似乎消失了......?",榎宮祐作; 林憲權譯,東立,102/10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZCGybnq_M-dQsolUrqWWR0SQHufA_gsJqSw&s,大書櫃下
170,9789863480945,"NO GAME NO LIFE遊戲人生. 4, 遊戲玩家兄妹遭遇現實戀愛遊戲而逃之夭夭了",榎宮祐作; 林憲權譯,東立,103/01,https://s.eslite.com/upload/product/o/2680845527009/ec794948.jpg,大書櫃下
171,9789863487159,NO GAME NO LIFE遊戲人生: 遊戲玩家兄妹似乎討厭繼承破關紀錄,榎宮祐作; 林憲權譯,東立,103/04,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR39pHAh_jyNIruKDOAUI3q6gXTr2QRI8hwHw&s,大書櫃下
172,9789864622719,"NO GAME NO LIFE遊戲人生. 7, 聽說遊戲玩家兄妹要巔覆定理",櫌宮祐作; 林憲權譯,東立,104/11,https://www.iread.com.tw/ProductFile/T0001000/B000349047/B000349047-B.jpg,大書櫃下
173,9789864824267,"NO GAME NO LIFE遊戲人生. 9, 聽說遊戲玩家兄妹要休息一回合",櫌宮祐作; 林憲權譯,東立,106/01,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTntxwAgf7n7HpUMpNJcdPOEPPfOyYjNu7DDQ&s,大書櫃下
174,9789571013282,機動戰士,富野由悠季原作; 美樹本晴彥作畫; 許嘉祥譯,尖端,86/11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTP0ixsZWFwa6MEhmqe9PNc6PgTIvg294IIZw&s,大書櫃下
175,9789571014500,機動戰士,富野由悠季原作; 美樹本晴彥作畫; 許嘉祥譯,尖端,87/03,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRefG1-XoHoVFrhzuH-i9k9xnGlGI_ibjOtvQ&s,大書櫃下
176,4719863045238,星界的紋章 1,森岡浩之,尖端出版,90/11,https://s2.eslite.com/unsafe/fit-in/x900/s.eslite.com/upload/product/o/2611275426013/ec66942.jpg,大書櫃下
177,4719863046648,"星界的紋章 2
",森岡浩之,尖端出版,91/02,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTiGaYeGSkjTN-p-8lQp60sg9uCacvG_EJGpA&s,大書櫃下
178,1920193005400,error,error,error,error,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ56-7VTL0nUZhrZkVLBtmgZ8pV-nilphYSJg&s,
179,9789571343891,戰廢品,哈金著; 季思聰譯,時報文化,94/11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS5oNZ1nFP5s2I2IWCmab4X4M4HluPyMBXCvg&s,大書櫃下
180,9789571341644,達文西密碼,丹.布朗著; 尤傳莉譯,時報文化,93/08,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTC-1LhL9f_CU30thfVeOHr_Zp_vy62_w4aqQ&s,
181,9789867475800,電子之星: 池袋西口公園. IV,石田衣良著; 劉名揚譯,木馬文化,95/01,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/080/96/0010809640_bc_01.jpg&v=5c1e12c6k&w=375&h=375,大書櫃下
182,9789577336880,家畜人鴉俘. I,沼正三著; 陳苑瑜譯,新雨,91/01,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRWYihAcSu-H0vOZAIas-vMXkg2eH4XpMbF4w&s,大書櫃下
183,9789577337139,家畜人鴉俘. II,沼正三著; 黃瑾瑜譯,新雨,91/07,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSoTyaB5lWfN1evitK7_vNlDmGiJDjnaFEiKQ&s,大書櫃下
184,9789575744755,最後的地球人,星新一作; 李雀美譯; 劉伯樂繪圖,幼獅,93/04,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRiVjMs3mOk7skvcfgA56kVZbCxbe75zafm1Q&s,大書櫃下
185,9789861247816,別讓我走,石黑一雄(Kazuo Ishiguro)著; 張淑貞譯,商周,95/12,https://down-tw.img.susercontent.com/file/tw-11134207-7r98u-lx4zcmyiltf41c,大書櫃下
186,9789869435192,神也鬥不過愚蠢= The Gods themselves,以撒艾西莫夫(Isaac Asimov)著; 陳宗琛譯,鸚鵡螺文化,110/10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT--sCFkGkO6vhCXJCZ4e38A6G4cj6SL9q4Pw&s,三大家
187,9789576217005,正子人,"艾西莫夫(Isaac Asimov), 席維伯格(Robert Silverberg)著; 葉李華譯",天下遠見,89/06,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQhhiK-suXGHTAhz52hEIYbZ6OJR5BeaI1CXg&s,三大家
188,9789576218217,醜小孩,"艾西莫夫(Isaac Asimov),席維伯格(Robert Silverberg)著; 葉李華譯",天下遠見,90/02,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/097/98/0010979814.jpg&v=65a12301k&w=375&h=375,三大家
189,9789867001030,"我,機器人",艾西莫夫(Isaac Asimov)著; 葉李華譯,貓頭鷹,95/06,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDn8EFLOEbf2y_hV_sXVMrMYTCPUmqew0CdQ&s,三大家
190,9789862620038,機器人與帝國: 機器人系列完結篇,艾西莫夫(Isaac Asimov)著; 蔡心語譯,貓頭鷹,99/02,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_KY_zpx45QF-LevOJhGogNQ6IOne5msBwHQ&s,三大家
191,9789576217739,夜幕低垂,"艾西莫夫(Isaac Asimov),席維伯格(Robert Silverberg)著; 駱香潔,葉 李華譯",天下遠見,89/11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTldSUxoIb2rylYyFb9zIvhTVLn2kz4rZSehw&s,三大家
192,9789866651342,鋼穴,艾西莫夫(Isaac Asimov)著; 蔡心語譯,貓頭鷹,97/09,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyDrJpRuAl9OvfL4DIx9IwaUyY4-ccrntKIg&s,三大家
193,9789866651588,裸陽,艾西莫夫(Isaac Asimov)著; 蔡心語譯,貓頭鷹,98/03,https://www.iread.com.tw/ProductFile/T0002500/B000077154/B000077154-B.jpg,三大家
194,9789866651694,曙光中的機器人,艾西莫夫(Isaac Asimov)著; 蔡心語譯,貓頭鷹,98/07,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS6xe3fuT-7t-eQQDs7LeE2EQylrfGJJebI_g&s,三大家
195,9789576218439,4=71,"海萊因(Robert A. Heinlein)著; 吳鴻,葉李華譯",天下遠見,90/04,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQq__aDhLKbn1IT79KlNf1l-srSWx2MYchdQQ&s,三大家
196,9789867782946,夏之門,海萊因(Robert Anson Heinlein)作; 吳鴻譯,麥田,92/05,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPmGlWnyhZ2157w_gBzNcPiFHYceS0Iq5ahQ&s,三大家
197,9789861731087,銀河公民,海萊因(Robert A. Heinlein)著; 吳鴻譯,麥田,95/07,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSORJqoIJohaNdVzrHRxGDbVArgOivHUgCibA&s,三大家
198,9789576217760,滾石家族遊太空,"海萊因(Robert A. Heinlein)著; 吳鴻,葉李華譯",天下遠見,89/11,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/013/71/0010137170.jpg&v=3c55b6d2k&w=375&h=375,三大家
199,9789574505180,拉瑪真相,"亞瑟.克拉克(Arthur C. Clarke), 簡崔.李(Gentry Lee)著; 胡瑛譯",小知堂,95/12,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9qwtw5VFj0EYJIu5eetzdnyBtx8PwU_PBew&s,三大家
200,9789574505111,拉瑪迷境,"亞瑟.克拉克(Arthur C. Clarke), 簡崔.李(Gentry Lee)著; 王幼慈譯",小知堂,95/10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS5oLNsJRnNtrOtRCXrK1BfQXBNK1n_uEJsQw&s,三大家
201,9789574504503,拉瑪任務,亞瑟.克拉克(Arthur C. Clarke)著; 胡瑛譯,小知堂,95/01,https://cdnec.sanmin.com.tw/product_images/957/957450450.jpg,三大家
202,9789574504510,拉瑪再現,"亞瑟.克拉克(Arthur C. Clarke), 簡崔.李(Gentry Lee)著; 何敏綺譯",小知堂,95/05,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPzD2eff95WySqMd1fCDnHCYjPHlWCpC2Pzg&s,三大家
203,9789576217319,童年末日,"克拉克(Arthur C. Clarke)著; 鍾慧元,葉李華譯",天下遠見,89/09,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTmj8DIK3tyOfZP-x19VyNXAWPKhZoLUP96kA&s,三大家
204,9789573258933,二〇〇一太空漫遊,亞瑟.克拉克(Arthur C. Clarke)著; 郝明義譯,遠流,95/10,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/034/53/0010345324.jpg&v=452508ebk&w=375&h=375,三大家
205,9789573258964,三〇〇一太空漫遊,"亞瑟.克拉克(Arthur C. Clarke)著; 鍾慧元, 葉李華譯",遠流,95/10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQIIBES2vTjj22_voopgGD4DlVW2_MDvzJ_EA&s,三大家
206,9789573258957,二〇六一太空漫遊,亞瑟.克拉克(Arthur C. Clarke)著; 張啟陽譯,遠流,95/10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR2aFhaxLJaZoWY2QqUmEFYbIsmJa7HaTMhsA&s,三大家
207,9789573258940,二〇一〇太空漫遊,亞瑟.克拉克(Arthur C. Clarke)著; 張啟陽譯,遠流,95/10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQMjBnMWXZ9d5mwlaZKLdrpO9qhqnKVSppYg&s,三大家
208,9789867576460,基地,以撒.艾西莫夫(Issac Asimov)作; 葉李華譯,奇幻基地,93/12,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSLpMdU_PWWSEKQVYdoZc8fTEDUT9yykyG-7g&s,三大家
209,9789867576637,基地與帝國,以撒.艾西莫夫(Isaac Asimov)著; 葉李華譯,奇幻基地,94/03,https://img.findprice.com.tw/book/9789867576637.jpg,三大家
